t_s,bufPctRaw,bufPctSmoothed,bufPctDrawn,redraws,lastSkipReason,wrState
20.6402,0,0,0,97,delta,2
20.6606,0,0,0,97,delta,2
20.6821,0,0,0,97,delta,2
20.7132,0,0,0,97,delta,2
20.7329,21,12,4,98,interval,2
20.7542,21,17,4,98,interval,2
20.7749,21,20,4,98,interval,2
20.7957,21,21,4,98,interval,2
20.8284,21,21,4,98,interval,2
20.8487,21,21,4,98,interval,2
20.8698,21,21,4,98,interval,2
20.8913,21,21,4,98,interval,2
20.9118,21,21,4,98,interval,2
20.9464,21,21,21,99,delta,2
20.967,21,21,21,99,delta,2
20.9872,21,21,21,99,delta,2
21.007,21,21,21,99,delta,2
21.0271,21,21,21,99,delta,2
21.0597,21,21,21,99,delta,2
21.0804,21,21,21,99,delta,2
21.1007,21,21,21,99,delta,2
21.1213,21,21,21,99,delta,2
21.1412,21,21,21,99,delta,2
21.1722,21,21,21,99,delta,2
21.1923,21,21,21,99,delta,2
21.2129,21,21,21,99,delta,2
21.2333,21,21,21,99,delta,2
21.2534,21,21,21,99,delta,2
21.2867,21,21,21,99,delta,2
21.3072,21,21,21,99,delta,2
21.3274,21,21,21,99,delta,2
21.3472,21,21,21,99,delta,2
21.3676,21,21,21,99,delta,2
21.3998,21,21,21,99,delta,2
21.4201,21,21,21,99,delta,2
21.4405,21,21,21,99,delta,2
21.4614,21,21,21,99,delta,2
21.4815,21,21,21,99,delta,2
21.5133,21,21,21,99,delta,2
21.5332,21,21,21,99,delta,2
21.5533,21,21,21,99,delta,2
21.5732,21,21,21,99,delta,2
21.5937,21,21,21,99,delta,2
21.626,21,21,21,99,delta,2
21.6461,21,21,21,99,delta,2
21.6665,21,21,21,99,delta,2
21.6867,21,21,21,99,delta,2
21.7073,21,21,21,99,delta,2
21.7382,21,21,21,99,delta,2
21.7582,21,21,21,99,delta,2
21.7788,21,21,21,99,delta,2
21.7993,21,21,21,99,delta,2
21.8193,21,21,21,99,delta,2
21.8519,21,21,21,99,delta,2
21.8724,21,21,21,99,delta,2
21.8931,21,21,21,99,delta,2
21.9133,21,21,21,99,delta,2
21.9332,21,21,21,99,delta,2
21.9644,21,21,21,99,delta,2
21.9846,21,21,21,99,delta,2
22.0069,21,21,21,99,delta,2
22.0276,21,21,21,99,delta,2
22.0485,21,21,21,99,delta,2
22.0805,21,21,21,99,delta,2
22.1004,21,21,21,99,delta,2
22.1208,21,21,21,99,delta,2
22.1413,21,21,21,99,delta,2
22.1615,21,21,21,99,delta,2
22.1932,21,21,21,99,delta,2
22.2133,21,21,21,99,delta,2
22.2347,21,21,21,99,delta,2
22.2555,21,21,21,99,delta,2
22.2757,21,21,21,99,delta,2
22.3081,21,21,21,99,delta,2
22.328,21,21,21,99,delta,2
22.3487,21,21,21,99,delta,2
22.3695,21,21,21,99,delta,2
22.3896,21,21,21,99,delta,2
22.4214,21,21,21,99,delta,2
22.4415,21,21,21,99,delta,2
22.4624,21,21,21,99,delta,2
22.4825,21,21,21,99,delta,2
22.5024,21,21,21,99,delta,2
22.5339,21,21,21,99,delta,2
22.5542,21,21,21,99,delta,2
22.5744,21,21,21,99,delta,2
22.5946,21,21,21,99,delta,2
22.6154,21,21,21,99,delta,2
22.6469,21,21,21,99,delta,2
22.6673,21,21,21,99,delta,2
22.6877,21,21,21,99,delta,2
22.7083,21,21,21,99,delta,2
22.7284,21,21,21,99,delta,2
22.759,21,21,21,99,delta,2
22.7792,21,21,21,99,delta,2
22.7998,21,21,21,99,delta,2
22.8212,21,21,21,99,delta,2
22.8413,21,21,21,99,delta,2
22.8734,21,21,21,99,delta,2
22.8939,21,21,21,99,delta,2
22.9149,21,21,21,99,delta,2
22.9353,21,21,21,99,delta,2
22.9556,21,21,21,99,delta,2
22.9882,21,21,21,99,delta,2
23.0082,21,21,21,99,delta,2
23.0285,21,21,21,99,delta,2
23.0492,21,21,21,99,delta,2
23.0694,21,21,21,99,delta,2
23.103,21,21,21,99,delta,2
23.1232,21,21,21,99,delta,2
23.1434,21,21,21,99,delta,2
